battery_power_mAh,clock_speed,dual_sim,front_cam_mp,5G,int_memory_gb,thickness_cm,weight_grams,n_cores,back_cam_mp,ram_mb,screen_height_cm,screen_width_cm,talk_time_hrs,condition,price
1168,1.3,no,9,0,61,0.1,90,8,10,3173,9,4,17,excellent,339
1698,2.5,no,10,1,26,0.4,105,2,18,1656,5,3,17,excellent,279
1698,2.8,no,10,1,7,0.8,131,8,12,2992,15,3,17,excellent,299
919,0.5,yes,11,0,13,0.3,159,1,15,1028,8,4,17,sw_errors,35
1786,1.2,no,11,0,61,0.1,123,3,14,3033,14,11,17,like_new,409
1082,2.3,yes,11,0,2,1,101,4,20,2177,12,2,17,good,162
859,1.1,yes,11,1,19,0.5,139,5,16,2473,10,4,17,excellent,289
1602,0.6,no,12,0,58,0.4,170,1,13,3622,17,2,17,like_new,409
1547,2.5,no,12,1,50,1,98,5,16,1168,17,2,17,good,162
1263,0.5,no,12,0,64,0.3,175,5,18,1183,14,3,17,good,109
1004,1.9,no,12,0,24,0.8,128,8,17,650,6,0,17,fair,83
1926,1.1,no,13,1,50,0.2,179,6,17,3809,17,12,17,like_new,409
1907,2,no,13,0,55,0.9,105,7,15,286,14,4,17,fair,49
823,2.7,yes,13,0,60,0.5,148,8,19,905,14,11,17,fair,99
501,0.5,yes,14,0,22,0.5,174,6,20,3077,17,3,17,good,245
1685,0.6,no,14,0,16,0.6,137,7,15,881,6,3,17,fair,69
1229,0.5,yes,15,0,14,0.8,191,2,16,1667,17,6,17,good,114
1922,0.5,no,15,1,42,0.6,153,8,16,3564,12,1,17,excellent,339
1642,0.5,yes,16,1,8,0.3,171,6,17,2984,13,4,17,good,223
1703,1.6,no,16,1,43,1,139,8,17,585,13,11,17,fair,83
1772,1.6,no,17,1,45,0.5,159,2,18,1146,6,1,17,good,159
1569,2.8,yes,17,0,44,0.3,110,4,20,1260,9,2,17,fair,149
1413,0.6,no,0,1,13,0.1,128,1,0,515,5,0,18,fair,69
803,2.2,yes,0,0,16,0.1,105,1,0,1492,17,12,18,fair,149
955,0.5,yes,0,0,62,0.4,151,1,1,3758,15,3,18,like_new,409
1900,0.5,yes,0,1,55,0.9,171,1,1,3917,15,5,18,excellent,339
833,2.4,yes,0,0,62,0.8,111,1,2,1495,7,2,18,good,162
1688,0.8,no,0,0,14,0.9,118,1,2,1773,13,0,18,good,149
1820,1.7,yes,0,1,64,0.6,161,1,3,574,10,2,18,good,159
1582,0.5,no,0,0,33,0.4,200,1,9,2145,9,7,18,good,149
657,2.5,no,0,0,37,0.7,141,2,1,1412,14,3,18,fair,99
1065,0.5,no,0,1,14,0.7,89,2,2,3078,10,1,18,good,245
623,1.4,yes,0,1,15,0.2,189,3,1,3510,14,4,18,excellent,279
1517,1.6,yes,0,1,42,0.7,101,3,1,2162,9,0,18,good,159
1959,0.5,no,0,0,30,0.1,153,3,1,3057,14,1,18,excellent,309
1764,1.2,no,0,1,8,1,125,3,1,2406,19,18,18,good,263
1410,0.5,yes,0,1,15,0.3,92,3,1,2304,18,4,18,excellent,289
1620,2.2,yes,0,1,30,0.2,185,3,3,606,6,0,18,parts_only,49
783,1.8,yes,0,1,43,1,106,3,4,2016,16,4,18,good,162
1624,2.6,yes,0,0,58,1,200,3,11,1251,13,4,18,good,179
1429,1.5,yes,0,1,40,0.9,100,3,14,3945,11,7,18,excellent,397
1590,0.6,yes,0,0,7,0.3,122,3,17,1201,12,3,18,good,149
867,1.5,no,0,1,57,0.1,159,4,0,2157,8,6,18,fair,149
1785,2.5,no,0,0,18,0.1,180,4,1,1202,12,4,18,good,149
826,2.4,yes,0,1,58,0.3,88,4,1,2863,9,3,18,excellent,279
1325,0.5,no,0,1,13,1,133,4,8,3707,19,3,18,like_new,399
1939,2.8,yes,0,1,55,0.6,199,4,10,1047,14,10,18,fair,99
649,1.9,no,0,0,51,0.6,179,4,12,3446,11,5,18,excellent,299
640,0.6,no,0,0,20,0.1,163,4,15,2844,7,5,18,excellent,289
1772,0.5,no,0,1,55,0.5,149,5,0,3346,17,2,18,like_new,399
848,0.6,no,0,0,31,0.7,123,5,1,1108,15,6,18,fair,69
926,2.7,yes,0,1,29,0.7,118,5,18,2709,5,4,18,excellent,282
1811,0.5,yes,0,0,32,1,115,6,0,348,17,11,18,parts_only,32
615,0.5,yes,0,0,42,0.6,163,6,4,2211,7,4,18,good,132
1008,2.9,no,0,0,39,0.9,161,6,5,3589,14,1,18,like_new,399
1266,0.5,no,0,1,5,0.1,95,6,9,1687,11,0,18,good,209
1507,3,no,0,1,54,0.3,112,6,9,3547,17,6,18,excellent,289
1004,2.9,yes,0,0,35,0.2,141,6,9,3772,17,8,18,like_new,498
1073,0.5,yes,0,0,51,0.5,145,7,0,2908,6,0,18,excellent,289
840,0.6,no,0,1,63,0.8,137,7,19,3486,12,8,18,like_new,409
1059,0.5,yes,0,0,50,0.7,182,8,1,619,5,3,18,fair,65
1086,2.7,no,0,1,24,0.1,135,8,19,3930,17,1,18,like_new,498
535,1.5,no,1,1,48,0.7,113,1,4,740,11,10,18,fair,75
913,1.7,yes,1,1,41,0.3,103,1,14,2278,15,3,18,good,162
710,2.3,yes,1,1,24,0.4,153,2,3,3678,18,4,18,like_new,453
571,0.6,no,1,1,43,0.5,141,3,8,2587,7,5,18,fair,132
1933,2.8,yes,1,0,16,0.5,154,3,9,838,14,2,18,fair,99
1653,0.7,yes,1,1,13,0.5,114,4,15,2617,16,4,18,excellent,289
1110,0.6,no,1,0,42,0.9,192,5,2,456,12,8,18,fair,69
1179,0.8,no,1,0,5,0.9,154,5,17,543,8,7,18,parts_only,35
1600,2.5,yes,1,0,19,0.6,88,6,9,1179,10,3,18,good,149
854,2.6,yes,1,1,45,0.5,162,6,12,2317,12,5,18,excellent,299
958,2.4,no,1,0,54,0.9,166,7,2,3324,11,10,18,excellent,279
1002,1.8,no,1,0,45,0.7,180,7,7,1234,19,13,18,fair,83
534,2.5,no,1,1,21,0.3,164,7,9,2706,7,5,18,excellent,299
775,2.5,yes,1,1,10,0.1,185,7,14,1719,19,3,18,good,179
875,1.4,yes,1,1,43,0.6,104,8,3,3396,14,2,18,excellent,339
671,0.5,no,1,0,38,0.1,105,8,5,2210,6,1,18,good,149
612,0.5,yes,1,1,20,0.8,179,8,6,3282,16,2,18,like_new,399
1980,0.5,yes,2,1,29,0.8,177,1,13,3865,12,10,18,excellent,339
876,1.1,no,2,1,48,0.9,196,2,3,630,17,9,18,parts_only,35
635,0.5,yes,2,0,42,0.4,149,3,4,2973,12,5,18,good,223
520,0.6,yes,2,1,44,0.6,127,3,9,3616,15,4,18,good,259
1653,0.5,yes,2,1,37,0.9,176,4,6,3955,19,4,18,like_new,409
955,0.5,no,2,0,2,0.6,155,4,10,1974,14,1,18,good,149
1967,0.6,no,2,0,25,1,109,6,9,1666,9,7,18,good,149
1074,2.4,yes,2,1,9,0.9,103,6,14,1948,13,1,18,good,162
1869,1.6,no,2,1,60,1,124,6,16,1521,14,8,18,good,159
1629,2.3,no,2,1,2,0.8,86,6,19,2178,19,10,18,good,162
1597,0.9,yes,2,1,10,0.6,172,7,5,2138,12,7,18,fair,132
1832,0.7,no,2,0,2,0.6,90,7,6,2978,18,7,18,good,259
831,0.7,no,2,1,62,0.7,134,8,9,2573,16,12,18,good,259
1981,2.9,yes,2,1,11,0.3,184,8,13,2383,11,2,18,excellent,282
1260,1.9,yes,3,0,60,0.9,85,2,6,3964,15,8,18,like_new,399
1765,1.1,no,3,0,11,0.7,87,2,7,3695,6,5,18,excellent,339
1876,2.8,yes,3,1,56,0.4,182,3,4,3021,12,2,18,excellent,282
1790,2.3,yes,3,1,49,0.5,100,3,11,3568,6,2,18,like_new,399
1040,0.5,yes,3,0,41,0.8,116,3,18,1006,12,7,18,parts_only,35
1159,1.5,no,3,0,36,0.4,104,4,8,2115,8,7,18,excellent,279
1403,2.5,yes,3,0,62,0.9,90,4,13,921,14,13,18,parts_only,55
1567,0.5,yes,3,0,22,0.5,119,6,6,2312,9,1,18,good,212
964,3,yes,3,1,48,0.9,131,6,13,1597,15,7,18,good,189
1836,1.7,yes,3,0,26,0.1,134,6,16,3097,5,0,18,like_new,409
1030,1.6,yes,3,1,58,0.2,138,6,20,2858,6,2,18,like_new,409
1362,0.5,no,3,0,25,0.8,131,7,9,995,7,6,18,fair,69
1948,2.7,no,3,1,13,0.2,164,7,12,493,18,7,18,fair,99
1831,2.3,no,3,1,44,0.2,148,7,14,2460,10,5,18,excellent,279
1927,0.9,yes,3,0,11,0.4,190,8,12,2916,16,11,18,like_new,409
1589,1.4,no,3,1,26,0.1,100,8,16,3970,16,8,18,excellent,339
1797,2.6,no,4,0,42,0.6,174,3,20,3359,16,6,18,like_new,498
682,0.5,no,4,0,19,1,121,4,11,2337,11,1,18,good,149
534,0.5,yes,4,0,2,0.2,85,5,16,2466,5,3,18,excellent,289
609,0.5,no,4,1,10,0.1,81,6,6,1905,16,3,18,good,149
967,1.6,no,4,0,25,0.6,92,8,9,3076,7,4,18,excellent,289
1821,1.7,no,4,1,10,0.8,139,8,10,3220,13,8,18,excellent,397
1008,2.3,yes,4,1,15,0.4,89,8,19,450,11,7,18,parts_only,49
1800,3,no,5,0,53,0.3,87,1,12,656,14,10,18,fair,57
1994,0.7,no,5,0,5,0.4,189,2,7,1836,12,11,18,good,259
1938,0.5,yes,5,0,44,0.5,121,2,9,3497,18,10,18,like_new,399
660,0.5,no,5,1,40,0.5,111,2,10,588,6,5,18,fair,65
664,1.5,no,5,1,6,0.9,164,2,19,3774,11,5,18,excellent,397
1138,1.1,no,5,1,48,0.6,109,3,14,2048,6,0,18,excellent,289
863,1.6,yes,5,1,6,0.7,133,4,13,520,10,2,18,fair,47
705,0.5,no,5,1,57,0.9,155,6,9,1509,15,11,18,good,149
975,0.9,no,5,0,6,0.6,163,6,17,3787,8,7,18,excellent,339
1130,0.6,no,5,0,51,0.5,175,8,12,2098,5,2,18,fair,132
1451,0.5,no,5,1,57,0.6,181,8,12,3038,15,7,18,excellent,309
1369,1.8,yes,6,0,34,0.5,162,1,7,3856,18,4,18,like_new,409
1359,0.9,yes,6,0,40,0.1,182,2,7,2805,19,14,18,excellent,289
1296,1,yes,6,0,43,0.2,171,3,13,1692,15,0,18,fair,132
744,2.2,no,6,1,52,0.9,196,4,7,1571,7,5,18,good,162
582,2.3,yes,6,1,51,0.9,156,4,14,2587,6,3,18,excellent,299
1429,2.5,no,6,0,33,0.1,121,5,7,403,11,6,18,fair,99
710,0.5,no,6,0,32,0.8,151,5,9,1419,12,11,18,fair,69
942,2.5,no,6,0,11,0.5,196,5,19,1783,7,5,18,good,179
1995,1.9,no,6,0,9,0.8,139,6,18,1203,14,12,18,excellent,299
1364,1.6,yes,6,1,44,0.1,174,7,8,2741,9,3,18,excellent,279
1841,1.3,yes,6,0,14,0.6,167,8,8,2304,7,1,18,good,263
1902,2.8,yes,6,0,50,0.8,124,8,9,343,11,8,18,fair,99
1379,1.5,no,6,1,9,0.8,118,8,13,1693,11,4,18,good,149
772,2.6,yes,7,0,6,0.1,100,2,10,929,13,6,18,fair,99
595,0.9,yes,7,1,23,0.1,121,3,17,3752,10,2,18,like_new,409
1526,1.2,no,7,1,32,0.5,128,4,12,647,19,3,18,parts_only,35
1177,2.4,yes,7,1,38,0.7,162,6,16,1880,16,4,18,good,162
685,2.7,no,7,0,17,0.3,174,6,20,1223,8,0,18,fair,57
1864,1.4,no,8,1,46,0.7,178,1,12,2686,11,7,18,excellent,289
1893,2.1,yes,8,0,63,0.2,134,2,11,3822,14,3,18,like_new,409
1896,0.5,yes,8,1,7,0.4,141,2,13,3684,9,7,18,excellent,339
681,1.2,yes,8,0,13,0.8,87,3,17,292,12,10,18,excellent,339
576,0.9,yes,8,0,56,0.1,174,5,17,3891,12,9,18,excellent,339
1878,0.8,yes,8,0,31,0.5,183,7,10,1342,17,14,18,good,149
1989,2.9,yes,8,0,17,0.1,193,8,15,2369,7,0,18,excellent,299
1998,1.2,no,8,0,31,0.6,196,8,19,2311,17,9,18,excellent,289
1412,0.6,no,9,0,57,0.2,86,3,10,1853,15,10,18,good,132
1839,1.2,no,9,1,54,0.5,200,7,11,927,19,10,18,good,139
643,1,no,9,1,18,0.2,187,8,12,2648,7,5,18,good,149
1204,1.8,no,9,0,19,0.8,113,8,15,737,10,5,18,parts_only,49
1847,1.6,no,10,1,28,0.2,111,4,14,1378,5,2,18,excellent,279
1554,0.5,yes,11,0,5,1,124,3,12,3635,7,4,18,excellent,339
770,0.6,no,12,1,33,0.4,90,2,14,1686,18,2,18,good,132
1181,2.3,no,12,1,61,0.6,116,2,16,2020,6,0,18,good,162
1175,3,yes,12,1,40,0.1,172,5,18,1507,15,14,18,good,189
1544,2.3,no,12,1,45,0.1,113,8,20,1300,8,7,18,good,162
1492,0.5,no,13,0,36,0.4,185,1,16,592,10,7,18,parts_only,35
758,2.8,no,13,0,48,0.7,101,3,18,926,9,5,18,parts_only,57
1663,2.5,yes,13,1,27,0.3,169,4,14,2084,7,1,18,excellent,279
1314,2.8,yes,13,1,5,1,87,4,18,3411,17,16,18,like_new,399
986,0.8,no,13,1,28,0.8,182,4,20,1149,8,7,18,fair,75
860,1.6,yes,13,0,48,0.5,187,7,18,1870,17,2,18,fair,149
1617,2.6,no,14,0,29,0.9,113,6,20,3685,13,1,18,like_new,399
560,0.5,no,14,0,23,1,146,8,15,2360,17,16,18,good,149
794,2.5,yes,15,0,14,0.6,197,3,19,2171,19,8,18,good,149
1699,0.5,no,16,0,21,0.1,156,4,20,1181,16,0,18,fair,149
877,2.3,yes,16,0,12,0.9,107,4,20,3730,14,3,18,excellent,279
1957,1.2,yes,18,1,36,0.8,151,2,19,1115,16,2,18,good,139
1448,0.5,yes,18,0,2,0.2,100,5,19,593,9,4,18,fair,65
1691,0.5,no,0,0,24,0.3,119,1,3,2900,16,5,19,good,223
641,1.1,no,0,1,7,0.9,192,1,3,3595,7,5,19,excellent,289
1869,2.6,no,0,1,30,0.4,152,1,13,1375,15,3,19,fair,149
1310,1.4,no,0,0,33,0.4,105,1,14,1301,13,12,19,good,149
1208,2.7,no,0,0,17,0.2,168,2,1,2165,9,1,19,excellent,299
1002,0.8,yes,0,1,35,0.5,83,2,4,1726,16,5,19,good,132
1101,1.8,no,0,0,31,0.2,148,2,7,2196,12,6,19,good,162
1203,0.5,yes,0,1,11,0.9,109,2,12,1672,17,13,19,fair,69
1289,0.7,no,0,0,7,0.1,99,2,18,375,5,1,19,fair,69
1842,0.5,no,0,1,19,0.2,147,3,0,585,11,3,19,fair,35
545,0.5,no,0,1,11,0.3,131,3,1,616,15,6,19,fair,65
1956,2.2,no,0,1,37,0.5,87,3,2,1109,13,1,19,good,162
1361,0.6,no,0,1,64,1,91,3,2,3751,18,6,19,like_new,409
1709,0.5,no,0,1,55,0.8,144,3,3,3124,15,7,19,like_new,399
972,1.7,no,0,1,54,0.7,107,3,4,1900,16,8,19,good,149
981,1.9,yes,0,0,2,0.1,136,3,7,1539,19,12,19,sw_errors,49
817,1.3,no,0,0,11,0.5,144,3,11,2039,11,6,19,fair,149
1855,0.8,no,0,1,26,0.8,161,4,0,3481,8,7,19,like_new,409
1307,0.5,no,0,1,4,0.3,132,4,1,2565,8,4,19,excellent,289
744,1.7,yes,0,1,33,0.5,105,4,2,2700,9,3,19,excellent,279
609,1.8,yes,0,0,13,0.9,186,4,2,1933,8,1,19,good,162
833,0.6,yes,0,1,27,0.3,145,4,2,586,19,8,19,parts_only,35
1396,0.6,no,0,0,37,0.7,134,4,15,2694,18,3,19,good,245
1658,1.4,yes,0,1,38,0.3,159,5,0,2609,12,11,19,excellent,279
1507,0.9,yes,0,1,42,0.4,123,5,0,1486,15,3,19,fair,132
1424,2.9,yes,0,0,20,0.6,180,5,0,2658,15,0,19,excellent,282
1863,2.5,yes,0,0,64,0.7,89,5,1,3201,5,4,19,excellent,299
1604,0.5,yes,0,1,63,0.8,169,5,1,3870,16,13,19,like_new,409
1589,0.6,no,0,0,5,0.8,112,5,2,3430,7,5,19,like_new,409
664,1.2,yes,0,0,28,0.9,106,5,5,2042,17,15,19,fair,149
1181,0.8,yes,0,1,51,0.9,198,5,5,608,15,10,19,parts_only,35
1131,0.8,no,0,1,27,0.9,162,5,16,503,12,5,19,fair,75
1356,2.8,no,0,0,29,0.5,198,6,0,3702,17,0,19,like_new,399
832,1.1,no,0,1,46,0.3,93,6,0,3317,8,0,19,like_new,409
1065,0.5,no,0,0,25,0.6,189,6,1,1114,5,1,19,good,109
1470,0.5,no,0,0,54,0.1,84,6,1,1790,16,7,19,excellent,289
1180,2.5,no,0,1,27,0.1,90,6,1,348,7,5,19,fair,99
1662,0.5,no,0,0,48,0.8,155,6,2,2787,12,7,19,excellent,309
1063,2,no,0,0,27,0.2,86,6,7,2668,12,5,19,excellent,279
1464,0.5,yes,0,1,17,0.7,153,6,8,1277,13,6,19,fair,109
794,0.5,yes,0,1,2,0.8,106,6,14,668,13,4,19,fair,65
969,2.4,no,0,0,45,0.3,124,7,0,404,18,5,19,fair,49
1859,0.5,yes,0,1,47,0.1,85,7,0,2691,14,13,19,good,223
683,0.5,yes,0,1,9,0.8,186,7,3,1513,6,5,19,fair,114
1204,2.6,no,0,0,10,0.3,199,7,3,1724,11,2,19,good,149
651,0.7,no,0,0,35,0.4,113,7,5,2141,13,4,19,good,149
551,2.8,no,0,1,54,0.1,172,7,15,1414,6,1,19,fair,57
1644,2.8,no,0,1,44,1,137,8,0,2360,7,4,19,excellent,282
1436,2.5,yes,0,1,42,0.9,124,8,1,2736,12,5,19,like_new,498
727,0.5,yes,0,1,42,0.1,163,8,1,2039,5,0,19,good,149
1580,2.8,yes,0,0,45,1,196,8,7,2214,12,9,19,excellent,282
1925,3,yes,0,1,16,0.8,175,8,11,2173,7,3,19,excellent,299
740,1.8,no,1,0,12,0.2,123,1,11,1105,7,6,19,fair,83
1399,1.9,yes,1,0,56,0.3,153,1,15,3128,17,2,19,excellent,299
842,2.2,no,1,0,7,0.6,188,2,2,2549,9,7,19,good,149
574,3,no,1,1,30,0.9,126,2,3,1167,5,3,19,sw_errors,57
1177,0.9,no,1,1,29,0.4,191,2,8,311,18,5,19,parts_only,35
932,0.5,no,1,1,60,0.7,104,4,2,1459,6,1,19,fair,69
972,2.7,yes,1,0,5,1,126,4,2,3035,12,7,19,excellent,282
1754,2.1,yes,1,1,52,1,101,4,3,3019,11,6,19,like_new,399
1488,0.5,no,1,0,39,0.8,112,5,6,3054,14,10,19,excellent,309
732,0.5,no,1,1,7,0.4,113,6,2,1423,13,2,19,fair,69
1712,1.4,no,1,0,63,0.5,137,7,12,3652,16,1,19,excellent,339
986,1.5,no,1,1,23,0.8,183,8,3,2385,16,9,19,fair,149
1408,1.4,yes,1,0,6,0.9,145,8,3,1833,9,1,19,fair,149
838,0.5,no,1,1,13,0.1,196,8,4,3554,10,9,19,excellent,339
1379,0.5,yes,1,0,19,0.3,134,8,17,3912,11,2,19,like_new,409
1547,2.9,no,2,0,57,0.4,114,1,3,1620,9,2,19,good,189
690,0.5,no,2,0,62,0.3,88,1,9,3206,16,10,19,excellent,309
1975,1.9,yes,2,0,31,0.9,151,1,17,3022,13,5,19,like_new,399
1995,2.6,yes,2,1,4,0.8,171,2,20,3452,6,3,19,like_new,498
702,2.6,yes,2,1,9,0.7,141,3,3,2955,10,4,19,excellent,282
623,2,no,2,0,6,0.1,127,3,4,3657,17,3,19,excellent,299
1698,0.5,yes,2,0,62,0.4,189,3,13,2805,11,2,19,good,223
1632,1.1,no,2,1,45,0.8,132,4,3,379,18,13,19,excellent,339
1134,0.9,no,2,1,13,0.4,92,4,19,3632,17,8,19,like_new,409
651,0.8,yes,2,1,63,0.2,176,5,4,2244,14,9,19,fair,149
1949,0.5,yes,2,1,31,0.1,145,5,9,832,7,3,19,fair,109
1433,2.3,no,2,1,5,0.1,129,5,11,2132,18,15,19,good,149
1195,1.1,yes,2,1,8,0.9,80,6,6,643,14,2,19,sw_errors,35
1904,0.8,yes,2,1,27,0.6,198,6,7,2387,5,4,19,good,263
1701,1.6,yes,2,1,53,0.8,88,6,14,3340,14,11,19,like_new,409
801,2.2,yes,2,0,63,0.4,165,7,4,1617,17,4,19,good,149
561,2.8,yes,2,1,40,0.1,99,7,6,2974,15,12,19,excellent,282
1256,0.5,no,3,0,8,0.4,191,1,9,2991,7,6,19,excellent,289
1924,0.5,no,3,1,63,0.3,111,2,10,3423,13,3,19,excellent,309
1906,0.9,yes,3,0,14,0.5,114,4,12,3375,6,3,19,good,263
549,0.5,no,3,1,53,0.8,173,5,5,1893,5,2,19,good,149
1554,2.7,yes,3,1,47,0.7,185,5,12,509,12,3,19,sw_errors,55
1692,2.1,no,3,1,61,0.9,176,6,12,1354,16,7,19,fair,149
1898,1.8,yes,3,1,56,0.2,185,7,4,2114,10,5,19,excellent,299
1498,0.7,no,3,1,8,0.1,170,7,4,3358,7,3,19,excellent,339
616,2.2,no,3,1,21,0.8,150,7,4,3267,17,9,19,excellent,279
765,2.5,no,3,0,44,0.3,88,8,11,2256,6,1,19,excellent,299
1366,0.5,yes,4,0,36,0.1,185,1,16,1912,17,13,19,good,132
989,2,no,4,0,17,0.2,166,3,19,3892,18,7,19,like_new,409
1649,0.5,no,4,1,53,0.4,162,4,11,361,12,7,19,fair,57
848,1.5,yes,4,1,36,0.3,151,4,16,2289,10,2,19,good,159
1512,0.9,no,4,1,46,0.1,145,5,5,869,18,10,19,fair,75
1044,1.8,no,4,1,12,0.7,104,6,5,1794,18,7,19,good,162
1628,1.4,yes,4,0,3,0.4,184,6,20,1624,11,1,19,sw_errors,35
1146,0.5,yes,4,1,21,0.5,152,7,6,1182,15,2,19,fair,35
1425,1.2,no,4,1,37,0.7,135,7,6,2786,17,1,19,good,263
1600,2,yes,5,0,44,0.1,98,1,8,2939,8,3,19,like_new,409
1521,1.6,no,5,1,62,0.3,143,1,9,3555,5,2,19,excellent,397
1275,0.5,yes,5,0,24,0.3,184,2,11,3397,19,15,19,like_new,399
977,0.7,no,5,0,50,0.5,106,3,6,3454,15,14,19,good,259
714,2.1,yes,5,1,11,0.1,197,3,6,1164,15,12,19,good,162
1492,1.5,no,5,0,11,0.9,85,3,7,2259,14,12,19,like_new,409
1872,1.9,no,5,0,35,0.6,111,3,14,2419,15,5,19,like_new,399
1307,2.1,no,5,0,44,0.1,189,5,6,2402,5,4,19,excellent,299
1154,1.7,no,5,1,42,0.5,117,5,7,3950,17,14,19,excellent,299
1830,0.5,no,5,0,14,0.8,160,6,6,1905,16,3,19,excellent,289
544,1.6,no,5,1,39,0.1,91,6,7,3262,19,7,19,like_new,409
1023,2.3,yes,5,1,30,0.2,80,8,7,2086,10,0,19,good,162
1523,1.8,no,6,1,11,0.1,129,1,8,707,19,8,19,fair,83
788,1.6,yes,6,1,52,0.1,96,1,20,1941,14,0,19,good,159
1194,2.3,no,6,1,34,0.2,165,2,12,313,15,1,19,fair,92
1083,1,no,6,0,52,0.9,126,2,20,681,19,18,19,fair,75
694,0.5,yes,6,0,3,0.8,107,3,10,991,11,3,19,fair,65
1300,0.5,no,6,1,43,0.1,156,3,12,2790,15,4,19,excellent,309
1747,0.9,no,6,1,48,0.7,94,3,19,2362,17,2,19,excellent,289
1567,0.6,yes,6,0,63,0.8,83,5,13,1777,6,3,19,fair,149
1163,1.9,no,6,0,2,0.9,133,5,20,1568,14,0,19,fair,149
840,0.9,yes,6,0,33,0.7,150,6,7,2072,10,8,19,excellent,289
667,0.6,no,6,1,3,0.7,185,6,13,2855,5,0,19,good,259
1933,0.5,yes,6,0,23,0.1,102,7,7,3973,13,10,19,excellent,339
1128,0.5,yes,6,0,33,0.6,147,8,7,1440,17,15,19,fair,114
644,1.3,yes,7,1,30,0.5,114,1,16,2382,9,0,19,good,263
1714,0.5,yes,7,0,31,0.4,120,2,10,3707,5,1,19,excellent,339
1180,2.3,yes,7,1,24,0.2,198,2,16,2025,8,0,19,excellent,279
733,0.8,no,7,0,16,0.4,138,4,12,2648,12,0,19,excellent,289
1849,2.3,no,7,1,15,0.4,144,5,19,3447,14,11,19,like_new,399
1324,0.9,yes,7,1,28,0.7,95,6,8,3269,12,3,19,like_new,409
1722,1,no,7,0,25,0.8,88,6,19,2376,5,1,19,excellent,339
1949,1.4,no,7,0,57,0.3,145,7,11,356,5,3,19,sw_errors,35
1259,1,yes,7,1,6,0.1,110,7,11,2897,16,14,19,good,263
1472,1.4,yes,7,0,6,0.1,182,8,10,1621,17,0,19,parts_only,35
1182,0.5,no,7,1,8,0.5,138,8,16,2563,19,17,19,good,223
1234,2.9,no,8,1,44,0.8,129,1,12,2440,7,4,19,excellent,299
1770,2,no,8,0,12,0.8,118,2,9,3816,8,4,19,like_new,399
1646,2.3,no,8,1,41,0.2,185,2,10,3339,18,10,19,like_new,453
865,1.2,yes,8,0,59,0.1,159,3,9,2361,16,11,19,good,263
1220,0.5,yes,8,0,52,0.8,121,3,19,1458,18,12,19,good,149
1242,2.4,no,8,0,28,0.2,166,4,9,318,11,10,19,sw_errors,49
1341,1.4,no,8,1,38,1,170,5,10,1579,16,4,19,parts_only,35
1234,1.7,yes,8,0,17,0.9,174,6,15,3351,12,9,19,excellent,279
577,2.4,no,8,1,37,0.9,161,6,20,814,11,7,19,fair,99
603,1.5,no,8,0,12,0.7,114,6,20,1543,7,5,19,fair,149
1656,0.5,yes,8,1,38,0.1,105,7,17,1499,12,8,19,fair,114
598,0.8,yes,8,1,62,0.1,117,8,9,3066,11,2,19,excellent,289
1454,1.4,yes,8,0,37,0.8,80,8,20,1713,16,0,19,fair,149
958,1.6,no,9,1,60,0.4,200,1,12,1417,10,4,19,fair,47
1824,1.9,yes,9,1,2,0.7,103,1,14,3958,12,2,19,like_new,409
1190,2.2,yes,9,0,47,0.3,186,6,10,624,9,3,19,fair,92
1207,1.1,yes,9,1,56,0.1,141,6,11,2293,12,4,19,fair,149
904,1.2,yes,10,1,31,0.8,112,3,11,2814,13,3,19,good,263
1526,0.7,yes,10,0,39,0.4,125,3,20,339,10,9,19,parts_only,35
531,1.1,no,10,0,63,0.7,189,7,14,2958,17,1,19,excellent,289
1278,1.2,no,10,1,60,0.6,172,7,14,3142,11,4,19,excellent,339
820,0.5,yes,10,1,15,0.3,149,8,12,702,6,0,19,fair,65
1678,2.3,yes,11,0,7,0.5,192,1,14,574,5,3,19,sw_errors,49
617,2.1,yes,11,0,40,0.9,108,1,18,2921,17,1,19,excellent,279
825,2.5,no,11,0,56,0.7,173,3,20,1692,18,1,19,excellent,299
1793,0.7,yes,11,0,27,0.4,154,5,13,1370,16,3,19,good,132
1530,2,no,11,0,42,0.8,177,6,13,725,11,10,19,fair,49
686,0.5,no,11,0,3,0.3,91,6,15,570,7,6,19,fair,65
1383,1.7,no,11,1,40,0.1,147,6,19,2510,18,9,19,good,162
1823,2.8,yes,11,0,10,0.6,81,8,19,1812,5,0,19,excellent,299
1702,2.3,yes,12,1,47,0.6,107,2,19,595,10,0,19,good,149
650,1.5,no,12,0,48,0.8,187,4,14,1622,8,6,19,good,149
687,0.6,yes,13,1,14,0.4,185,2,16,1580,19,4,19,good,149
1483,2.6,yes,13,0,19,0.6,146,7,19,1587,9,4,19,fair,149
1035,0.5,yes,14,1,49,0.3,178,2,15,3991,12,4,19,excellent,339
948,2.3,no,14,0,22,0.1,173,5,20,3499,11,7,19,like_new,453
1966,0.8,yes,15,1,48,0.2,144,1,16,1252,6,4,19,excellent,289
1735,1.8,yes,16,0,34,0.1,140,2,17,2392,17,15,19,excellent,279
1002,2.7,yes,16,1,11,0.4,185,6,18,961,10,7,19,fair,57
769,0.6,yes,19,1,52,0.7,118,4,20,431,15,4,19,fair,35
