Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,PolicyNumber,RepNumber,Deductible,DriverRating,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AddressChange_Claim,NumberOfCars,BasePolicy,VehiclePrice,PastNumberOfClaims,FraudFound_P
Sep,4,Thursday,Toyota,Urban,Thursday,Sep,4,Male,Single,52,Third Party,Sedan,13390,4,400,4,7 years,41 to 50,No,No,no change,1,All Perils,12692,0,0
Nov,4,Saturday,Pontiac,Urban,Monday,Nov,5,Male,Married,37,Policy Holder,Sport,13391,5,400,2,7 years,36 to 40,No,No,no change,1,Liability,20404,3,0
Nov,1,Thursday,Pontiac,Urban,Wednesday,Nov,2,Male,Married,29,Policy Holder,Sport,13392,7,400,4,6 years,31 to 35,No,No,no change,1,Liability,35536,2,0
Apr,5,Sunday,Pontiac,Urban,Monday,May,4,Male,Married,48,Policy Holder,Sedan,13393,1,700,3,more than 7,41 to 50,No,No,no change,1,All Perils,25645,0,0
Jun,4,Monday,Pontiac,Urban,Tuesday,Jun,4,Male,Married,39,Policy Holder,Sedan,13394,15,400,3,7 years,36 to 40,No,No,no change,1,All Perils,38847,8,0
Jun,4,Saturday,Chevrolet,Urban,Tuesday,Jun,4,Male,Married,62,Third Party,Sedan,13395,7,400,4,more than 7,51 to 65,No,No,no change,1,All Perils,29120,4,0
Jul,2,Saturday,Pontiac,Urban,Wednesday,Aug,1,Male,Single,35,Policy Holder,Sedan,13396,15,400,4,6 years,31 to 35,No,No,no change,1,All Perils,17656,1,1
Aug,3,Saturday,Mercury,Urban,Tuesday,Aug,4,Male,Married,75,Third Party,Sedan,13397,10,400,3,more than 7,over 65,No,No,no change,1,All Perils,12901,1,0
Nov,3,Tuesday,Toyota,Urban,Wednesday,Nov,3,Male,Married,42,Policy Holder,Sedan,13398,14,400,3,7 years,36 to 40,No,No,no change,1,All Perils,38002,0,0
Apr,4,Saturday,Pontiac,Urban,Thursday,Apr,5,Female,Single,41,Policy Holder,Sport,13399,9,400,3,7 years,36 to 40,No,No,4 to 8 years,2,Liability,31276,1,0
Apr,4,Monday,Honda,Urban,Tuesday,May,1,Male,Single,0,Policy Holder,Sedan,13400,16,400,4,new,16 to 17,No,No,no change,1,Collision,75875,2,0
Jan,3,Friday,Pontiac,Urban,Monday,Jan,4,Female,Single,43,Policy Holder,Sedan,13401,11,400,3,7 years,36 to 40,No,No,no change,1,Collision,29622,0,0
Jun,2,Monday,Toyota,Urban,Tuesday,Jun,3,Male,Married,52,Policy Holder,Sport,13402,11,400,3,7 years,41 to 50,No,No,no change,1,Liability,29392,2,0
May,2,Thursday,Pontiac,Urban,Tuesday,May,4,Male,Married,61,Policy Holder,Sedan,13403,13,400,4,more than 7,51 to 65,No,No,no change,1,Collision,29327,0,0
Jul,2,Saturday,Honda,Urban,Monday,Jul,2,Male,Single,43,Third Party,Sport,13404,1,400,4,7 years,36 to 40,No,No,no change,1,Collision,91435,2,0
Apr,4,Wednesday,Mazda,Urban,Friday,Apr,5,Male,Single,33,Policy Holder,Sport,13405,6,400,2,6 years,31 to 35,No,No,no change,1,Liability,20629,4,0
Jul,2,Sunday,Mazda,Urban,Monday,Jul,3,Female,Married,64,Policy Holder,Sport,13406,11,400,2,7 years,51 to 65,No,No,no change,1,Liability,26413,8,0
Sep,2,Saturday,Pontiac,Urban,Wednesday,Sep,4,Female,Married,62,Policy Holder,Sedan,13407,6,400,2,more than 7,51 to 65,No,No,no change,1,Collision,11372,3,0
Nov,2,Wednesday,Mazda,Urban,Monday,Nov,3,Male,Married,35,Policy Holder,Sedan,13408,1,400,4,6 years,31 to 35,No,No,no change,3,Collision,26038,1,0
Oct,2,Wednesday,Mazda,Urban,Thursday,Oct,2,Male,Married,30,Policy Holder,Sport,13409,10,400,4,4 years,31 to 35,No,No,no change,1,Liability,25937,3,0
Jul,2,Friday,Honda,Urban,Monday,Jul,2,Male,Married,60,Third Party,Sedan,13410,12,400,3,more than 7,51 to 65,No,No,no change,1,All Perils,33168,1,0
Jun,3,Saturday,Chevrolet,Urban,Wednesday,Jul,1,Male,Married,36,Policy Holder,Sedan,13411,4,400,1,6 years,36 to 40,No,No,no change,1,Collision,22658,1,0
Sep,3,Sunday,Honda,Urban,Monday,Oct,1,Male,Single,28,Third Party,Sport,13412,12,400,1,6 years,31 to 35,No,No,no change,1,Liability,23376,4,0
Sep,3,Friday,Mazda,Urban,Monday,Oct,1,Male,Married,42,Policy Holder,Sport,13413,8,400,1,7 years,36 to 40,No,No,no change,1,Liability,21803,4,0
Nov,1,Thursday,Pontiac,Urban,Thursday,Nov,2,Female,Married,37,Policy Holder,Sport,13414,9,500,3,more than 7,36 to 40,No,No,2 to 3 years,1,Liability,28559,0,0
Dec,3,Friday,Chevrolet,Urban,Tuesday,Dec,4,Male,Married,51,Third Party,Sedan,13415,15,400,2,more than 7,41 to 50,Yes,No,no change,1,Collision,31678,9,0
Dec,2,Monday,Pontiac,Urban,Tuesday,Dec,2,Male,Single,36,Policy Holder,Sport,13416,15,400,4,7 years,36 to 40,No,No,no change,1,Liability,25755,2,0
May,4,Tuesday,Pontiac,Urban,Wednesday,May,4,Male,Married,36,Policy Holder,Sedan,13417,9,400,2,7 years,36 to 40,No,No,no change,1,Collision,38638,3,0
Oct,2,Wednesday,Chevrolet,Rural,Wednesday,Dec,5,Male,Married,28,Policy Holder,Utility,13418,6,400,4,6 years,31 to 35,No,No,no change,1,All Perils,83899,4,0
Sep,5,Friday,Chevrolet,Urban,Friday,Sep,5,Male,Married,47,Policy Holder,Sport,13419,12,400,4,6 years,41 to 50,No,No,no change,1,Liability,92429,5,0
Sep,4,Monday,Honda,Urban,Monday,Sep,4,Male,Single,0,Policy Holder,Sedan,13420,7,400,3,new,16 to 17,No,No,4 to 8 years,2,All Perils,90117,7,0
Mar,4,Tuesday,Pontiac,Urban,Monday,Mar,4,Male,Married,35,Third Party,Sedan,13421,2,400,2,6 years,31 to 35,No,No,no change,1,Collision,21441,4,0
Nov,3,Monday,Honda,Urban,Friday,Nov,4,Male,Married,26,Policy Holder,Sport,13422,6,400,2,6 years,31 to 35,No,No,no change,1,Liability,26100,3,0
Aug,1,Tuesday,Mazda,Urban,Monday,Oct,1,Male,Single,55,Policy Holder,Sport,13423,7,400,1,7 years,41 to 50,No,No,no change,1,Liability,22345,4,0
Apr,4,Thursday,Mazda,Urban,Thursday,Apr,5,Male,Married,74,Policy Holder,Sport,13424,8,700,2,more than 7,over 65,No,No,no change,1,Liability,25085,0,0
Apr,3,Saturday,Honda,Urban,Thursday,Jun,1,Male,Married,54,Policy Holder,Sport,13425,12,400,1,more than 7,41 to 50,No,No,no change,1,Liability,21378,1,0
Jul,2,Monday,Toyota,Urban,Friday,Jul,4,Female,Married,30,Policy Holder,Sedan,13426,7,400,1,6 years,31 to 35,No,No,no change,1,All Perils,27820,1,1
Sep,1,Saturday,Pontiac,Urban,Monday,Sep,1,Male,Married,48,Policy Holder,Sedan,13427,4,400,3,more than 7,41 to 50,No,No,no change,1,All Perils,36154,0,0
Dec,4,Tuesday,Pontiac,Urban,Tuesday,Dec,4,Female,Married,33,Policy Holder,Sedan,13428,8,400,3,6 years,31 to 35,No,No,no change,1,Collision,28794,1,0
Nov,4,Sunday,Toyota,Urban,Thursday,Dec,1,Male,Single,29,Policy Holder,Sport,13429,11,400,4,6 years,31 to 35,No,No,no change,1,Liability,22959,3,0
Oct,4,Wednesday,Pontiac,Urban,Wednesday,Dec,2,Male,Married,40,Policy Holder,Sedan,13430,1,400,1,6 years,36 to 40,No,No,no change,1,Collision,24014,2,0
Jul,2,Monday,Chevrolet,Rural,Tuesday,Jul,3,Male,Married,37,Third Party,Utility,13431,3,400,1,7 years,36 to 40,No,No,no change,1,Liability,77609,3,0
Aug,3,Saturday,Pontiac,Urban,Monday,Aug,4,Female,Single,43,Policy Holder,Sedan,13432,16,400,1,7 years,36 to 40,No,No,no change,1,Collision,27646,0,0
Aug,1,Monday,Honda,Urban,Monday,Sep,1,Male,Single,30,Third Party,Sport,13433,7,400,1,7 years,31 to 35,No,No,no change,1,Liability,85562,4,0
Apr,2,Sunday,Accura,Urban,Tuesday,Apr,2,Male,Married,60,Policy Holder,Sedan,13434,14,400,1,more than 7,51 to 65,No,No,no change,1,Collision,25940,2,0
Jul,1,Saturday,Chevrolet,Urban,Friday,Jul,3,Female,Married,37,Policy Holder,Sport,13435,14,400,2,7 years,36 to 40,No,No,no change,1,Liability,27582,3,0
Jun,5,Thursday,Saturn,Urban,Thursday,Jul,1,Male,Married,38,Policy Holder,Sedan,13436,4,400,2,7 years,36 to 40,No,No,no change,1,Collision,30040,0,0
Jul,2,Monday,Mazda,Urban,Monday,Jul,3,Female,Widow,55,Third Party,Sedan,13437,15,400,2,7 years,41 to 50,No,No,no change,1,Collision,39255,1,0
Jul,2,Monday,Pontiac,Urban,Tuesday,Jul,2,Male,Single,34,Third Party,Sedan,13438,15,400,3,6 years,31 to 35,No,No,no change,1,All Perils,20085,2,0
Dec,3,Friday,Pontiac,Urban,Monday,Dec,3,Male,Married,39,Policy Holder,Sedan,13439,13,400,3,7 years,36 to 40,No,No,no change,1,All Perils,27109,0,0
Aug,2,Wednesday,Mazda,Urban,Tuesday,Aug,4,Male,Married,62,Third Party,Sedan,13440,7,400,1,more than 7,51 to 65,No,No,no change,1,All Perils,25057,0,0
Jun,2,Thursday,Accura,Urban,Friday,Aug,3,Male,Single,38,Policy Holder,Sedan,13441,6,400,1,7 years,36 to 40,No,No,4 to 8 years,2,All Perils,99835,1,0
May,5,Tuesday,Toyota,Urban,Monday,Jun,1,Male,Married,56,Third Party,Sedan,13442,15,400,4,more than 7,51 to 65,No,No,no change,1,All Perils,21216,1,0
Aug,2,Saturday,Toyota,Urban,Tuesday,Aug,3,Male,Married,70,Third Party,Sedan,13443,10,400,4,more than 7,over 65,No,No,no change,1,All Perils,23642,1,0
Nov,3,Monday,Honda,Urban,Tuesday,Nov,3,Male,Married,29,Policy Holder,Sport,13444,5,400,2,7 years,31 to 35,No,No,no change,1,Liability,32857,3,0
Apr,3,Wednesday,Mazda,Urban,Wednesday,Apr,4,Male,Married,37,Third Party,Sport,13445,12,400,3,7 years,36 to 40,No,No,no change,1,Liability,26350,0,0
Oct,2,Sunday,Pontiac,Urban,Monday,Oct,2,Female,Married,35,Policy Holder,Sedan,13446,14,400,1,6 years,31 to 35,No,No,no change,1,Collision,22475,4,0
Oct,3,Friday,Ford,Urban,Friday,Oct,3,Male,Married,49,Policy Holder,Sport,13447,5,400,4,more than 7,41 to 50,No,No,no change,1,Liability,91522,4,0
Jul,2,Monday,Toyota,Urban,Wednesday,Jul,2,Male,Married,46,Policy Holder,Sport,13448,1,400,1,more than 7,41 to 50,Yes,No,no change,1,Liability,37184,0,1
Jul,2,Tuesday,Toyota,Urban,Wednesday,Oct,4,Male,Married,55,Policy Holder,Sedan,13449,1,400,1,7 years,41 to 50,No,No,no change,3,Collision,6399,0,1
Jun,2,Monday,Chevrolet,Urban,Friday,Jun,3,Male,Married,52,Policy Holder,Sport,13450,3,400,2,more than 7,41 to 50,No,No,no change,1,Liability,34557,1,0
Jun,2,Saturday,Pontiac,Urban,Friday,Jun,3,Male,Married,46,Policy Holder,Utility,13451,12,400,2,7 years,41 to 50,No,No,no change,1,All Perils,FALSE,4,0
Jun,2,Friday,Pontiac,Urban,Friday,Jun,2,Male,Married,43,Policy Holder,Sport,13452,11,400,1,7 years,36 to 40,No,No,no change,1,Liability,27138,2,0
Jun,2,Friday,Pontiac,Urban,Friday,Jun,2,Male,Married,43,Policy Holder,Sedan,13453,14,400,4,more than 7,36 to 40,No,No,no change,1,Collision,34269,2,0
Jul,2,Tuesday,Ford,Urban,Thursday,Jul,2,Male,Single,26,Third Party,Sedan,13454,8,400,1,6 years,31 to 35,No,No,no change,1,Collision,FALSE,1,0
Aug,2,Friday,Saab,Urban,Wednesday,Aug,4,Male,Married,48,Policy Holder,Sedan,13455,4,700,1,more than 7,41 to 50,No,No,no change,1,Collision,30064,7,0
Jul,3,Friday,Pontiac,Urban,Thursday,Jul,4,Female,Married,50,Policy Holder,Sport,13456,2,400,4,7 years,41 to 50,No,No,no change,1,Liability,35526,1,0
Jun,3,Thursday,Mazda,Urban,Monday,Jul,3,Male,Married,33,Policy Holder,Sedan,13457,12,400,2,7 years,31 to 35,No,No,no change,1,Collision,39493,1,0
May,5,Monday,Pontiac,Urban,Friday,Jun,1,Female,Married,26,Third Party,Sedan,13458,3,400,4,7 years,31 to 35,No,No,no change,1,All Perils,38474,1,0
Jul,3,Sunday,Mazda,Urban,Tuesday,Jul,3,Male,Single,35,Policy Holder,Sedan,13459,1,400,2,6 years,31 to 35,No,No,no change,1,Collision,22820,2,0
Oct,5,Sunday,Pontiac,Urban,Wednesday,Nov,1,Male,Married,34,Policy Holder,Sedan,13460,2,400,2,6 years,31 to 35,No,No,no change,1,Collision,22945,5,0
Oct,5,Monday,VW,Urban,Monday,Nov,4,Male,Single,32,Third Party,Sedan,13461,7,400,1,6 years,31 to 35,No,No,no change,1,All Perils,33426,1,0
Oct,3,Friday,Pontiac,Urban,Tuesday,Oct,3,Male,Single,45,Policy Holder,Sedan,13462,16,400,4,7 years,36 to 40,No,No,4 to 8 years,2,All Perils,20096,2,0
Jan,3,Monday,Toyota,Urban,Tuesday,Jan,5,Male,Married,43,Policy Holder,Sedan,13463,9,400,2,7 years,36 to 40,No,No,no change,1,All Perils,21364,4,0
Jun,5,Thursday,Toyota,Urban,Tuesday,Aug,2,Male,Single,32,Policy Holder,Sport,13464,1,400,3,6 years,31 to 35,No,No,no change,1,Liability,5662,3,0
Jul,2,Tuesday,Honda,Rural,Wednesday,Jul,3,Female,Married,47,Third Party,Sedan,13465,4,500,2,7 years,41 to 50,No,No,2 to 3 years,1,Collision,20287,1,0
Aug,3,Thursday,Pontiac,Rural,Friday,Aug,3,Male,Married,43,Third Party,Sedan,13466,16,400,4,7 years,36 to 40,No,No,no change,1,All Perils,25098,1,0
Dec,1,Sunday,Pontiac,Urban,Wednesday,Dec,2,Male,Married,34,Policy Holder,Sedan,13467,8,400,4,7 years,31 to 35,No,No,no change,1,Collision,26516,1,0
Nov,5,Wednesday,Pontiac,Urban,Friday,Dec,1,Male,Married,44,Policy Holder,Sport,13468,11,400,1,7 years,36 to 40,No,No,no change,1,Liability,25422,9,0
Nov,4,Sunday,Mazda,Urban,Tuesday,Nov,5,Male,Married,59,Policy Holder,Sedan,13469,12,400,3,7 years,51 to 65,No,No,1 year,1,Collision,36394,3,0
Dec,2,Wednesday,Mazda,Urban,Wednesday,Dec,2,Male,Married,41,Policy Holder,Sedan,13470,1,400,3,7 years,36 to 40,No,No,no change,1,Collision,31307,2,0
Dec,5,Wednesday,Toyota,Urban,Thursday,Dec,5,Male,Single,66,Third Party,Sedan,13471,14,400,2,7 years,over 65,No,No,no change,1,Collision,28609,1,0
Jun,1,Friday,Mazda,Urban,Tuesday,Jun,1,Male,Married,64,Third Party,Sport,13472,15,400,3,more than 7,51 to 65,No,No,no change,1,Collision,94585,0,0
May,5,Wednesday,Dodge,Urban,Monday,Jun,2,Male,Married,39,Policy Holder,Sport,13473,15,400,2,more than 7,36 to 40,Yes,No,no change,1,Liability,35604,0,0
Oct,2,Friday,Chevrolet,Urban,Thursday,Oct,3,Male,Married,53,Policy Holder,Sport,13474,13,400,2,more than 7,41 to 50,No,No,no change,1,Liability,33421,0,0
Oct,3,Sunday,Mazda,Urban,Monday,Oct,3,Female,Single,35,Policy Holder,Sport,13475,1,400,1,6 years,31 to 35,No,No,no change,1,Liability,20178,10,0
Jan,1,Thursday,Ford,Urban,Friday,Jan,3,Female,Single,33,Third Party,Sedan,13476,12,400,4,7 years,31 to 35,No,No,no change,1,All Perils,5430,3,0
Jul,2,Wednesday,Honda,Urban,Tuesday,Jul,4,Male,Single,27,Third Party,Sedan,13477,16,400,4,7 years,31 to 35,No,No,no change,1,Collision,34073,0,0
Jul,1,Tuesday,Pontiac,Urban,Friday,Jun,2,Male,Married,49,Policy Holder,Sedan,13478,6,400,3,6 years,41 to 50,Yes,No,no change,1,All Perils,27640,3,0
Jun,5,Tuesday,Chevrolet,Urban,Wednesday,Jun,5,Female,Single,35,Policy Holder,Sedan,13479,11,400,1,6 years,31 to 35,No,No,no change,1,Collision,22849,4,0
Jun,4,Monday,Mazda,Urban,Wednesday,Jun,5,Male,Married,55,Policy Holder,Sport,13480,11,400,4,more than 7,41 to 50,No,No,no change,1,Liability,29626,2,0
Sep,2,Friday,Chevrolet,Urban,Monday,Sep,4,Male,Married,50,Policy Holder,Sedan,13481,11,400,1,more than 7,41 to 50,No,No,no change,1,All Perils,26866,3,0
Jul,5,Friday,Honda,Urban,Friday,Jul,5,Male,Married,37,Policy Holder,Sedan,13482,1,400,2,7 years,36 to 40,No,No,no change,1,Collision,23947,0,0
Nov,2,Tuesday,Dodge,Urban,Tuesday,Nov,2,Female,Married,28,Policy Holder,Sedan,13483,6,400,3,6 years,31 to 35,No,No,4 to 8 years,2,Collision,21384,0,0
Oct,2,Thursday,Saab,Urban,Tuesday,Nov,2,Male,Married,28,Policy Holder,Sedan,13484,11,400,3,6 years,31 to 35,No,No,no change,1,All Perils,34896,0,0
Jan,4,Tuesday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,44,Policy Holder,Sedan,13485,4,400,2,7 years,36 to 40,No,No,no change,1,Collision,28191,0,0
Dec,3,Tuesday,Pontiac,Rural,Wednesday,Dec,4,Male,Married,63,Third Party,Sedan,13486,3,700,4,more than 7,51 to 65,No,No,no change,1,Collision,24350,0,0
Jun,1,Saturday,Dodge,Urban,Tuesday,Jun,1,Female,Married,27,Policy Holder,Sedan,13487,16,400,1,6 years,31 to 35,No,No,no change,1,Collision,29899,0,0
May,2,Wednesday,Pontiac,Urban,Thursday,May,2,Male,Single,24,Policy Holder,Sport,13488,5,400,4,5 years,26 to 30,No,No,no change,1,Liability,23706,1,0
Jul,2,Wednesday,Pontiac,Urban,Monday,Jul,3,Female,Single,27,Policy Holder,Sedan,13489,2,400,1,6 years,31 to 35,No,No,no change,1,Collision,21608,0,1
Mar,2,Wednesday,Honda,Rural,Monday,Apr,3,Male,Single,0,Policy Holder,Sedan,13490,15,400,2,new,16 to 17,No,No,no change,4,Collision,86981,1,0
Jan,5,Tuesday,Pontiac,Urban,Thursday,Feb,1,Male,Single,37,Policy Holder,Sedan,13491,5,400,4,7 years,36 to 40,No,No,no change,1,All Perils,21732,1,0
Oct,5,Monday,Pontiac,Urban,Wednesday,Nov,1,Male,Married,49,Policy Holder,Sedan,13492,4,400,1,more than 7,41 to 50,No,No,no change,1,All Perils,28925,1,0
Nov,1,Wednesday,Pontiac,Urban,Monday,Nov,4,Male,Married,28,Policy Holder,Sedan,13493,11,400,4,6 years,31 to 35,No,No,no change,1,All Perils,24957,4,0
Sep,1,Sunday,Honda,Urban,Wednesday,Nov,1,Male,Married,29,Policy Holder,Sport,13494,9,400,2,5 years,31 to 35,No,No,no change,1,Liability,33808,4,0
Jan,1,Sunday,Pontiac,Urban,Friday,Jan,3,Female,Single,34,Third Party,Sedan,13495,11,400,4,5 years,31 to 35,No,No,no change,1,All Perils,10679,0,0
May,4,Thursday,Toyota,Urban,Friday,Jul,5,Male,Married,34,Policy Holder,Sedan,13496,3,400,3,5 years,31 to 35,No,No,no change,1,All Perils,22360,0,0
Oct,1,Sunday,Mercury,Urban,Monday,Oct,2,Female,Single,28,Policy Holder,Sedan,13497,3,400,4,6 years,31 to 35,No,No,no change,1,All Perils,26179,3,0
Oct,1,Thursday,Mazda,Urban,Tuesday,Oct,3,Male,Divorced,31,Third Party,Sport,13498,15,400,1,7 years,31 to 35,No,No,no change,1,Collision,83559,0,0
Sep,3,Wednesday,Chevrolet,Urban,Tuesday,Sep,4,Male,Married,65,Policy Holder,Sport,13499,1,400,2,more than 7,51 to 65,No,No,no change,1,Liability,20481,2,0
Feb,1,Thursday,Honda,Urban,Thursday,Feb,1,Male,Single,27,Third Party,Sedan,13500,14,400,1,7 years,31 to 35,No,No,no change,1,Collision,27061,1,0
Feb,1,Thursday,Mazda,Urban,Friday,Feb,1,Male,Married,48,Third Party,Sport,13501,2,400,4,more than 7,41 to 50,No,No,no change,1,Liability,36645,1,0
Nov,4,Monday,VW,Urban,Wednesday,Nov,4,Female,Single,41,Policy Holder,Sport,13502,13,400,3,6 years,36 to 40,No,No,no change,1,Liability,78766,3,0
Jul,4,Thursday,Mazda,Urban,Thursday,Jul,4,Male,Married,37,Third Party,Sport,13503,8,400,4,more than 7,36 to 40,No,No,no change,1,Liability,32881,2,0
Jun,4,Thursday,Honda,Urban,Wednesday,Jun,5,Male,Married,49,Policy Holder,Sport,13504,13,400,2,5 years,41 to 50,No,No,4 to 8 years,2,Liability,92644,2,0
Oct,3,Thursday,Pontiac,Rural,Friday,Oct,4,Female,Single,29,Third Party,Sedan,13505,15,400,4,4 years,31 to 35,No,Yes,no change,1,Collision,26938,1,0
Jan,4,Friday,Mazda,Urban,Tuesday,Jan,5,Male,Married,33,Third Party,Sport,13506,1,400,1,7 years,31 to 35,No,No,no change,1,Liability,32839,4,0
Jul,5,Friday,Chevrolet,Urban,Friday,Aug,2,Female,Married,27,Policy Holder,Sedan,13507,15,400,1,6 years,31 to 35,No,No,no change,1,Collision,29999,1,0
Jul,2,Thursday,Toyota,Urban,Wednesday,Jul,4,Male,Married,54,Third Party,Sedan,13508,14,400,1,more than 7,41 to 50,No,No,no change,1,Collision,20448,1,0
May,1,Tuesday,Pontiac,Urban,Thursday,May,1,Female,Single,32,Policy Holder,Sport,13509,13,400,2,4 years,31 to 35,No,No,no change,1,Liability,26234,1,0
Apr,4,Monday,Honda,Rural,Monday,Apr,4,Female,Single,22,Policy Holder,Sport,13510,10,400,2,5 years,26 to 30,No,No,no change,1,Liability,25546,4,0
Oct,2,Thursday,Mazda,Urban,Friday,Oct,2,Male,Single,29,Third Party,Sport,13511,9,400,1,6 years,31 to 35,Yes,No,no change,1,Liability,27785,2,0
Oct,2,Thursday,Pontiac,Urban,Friday,Oct,2,Male,Single,25,Policy Holder,Sport,13512,8,400,3,4 years,26 to 30,No,No,no change,1,Liability,27851,0,0
Oct,2,Monday,Mazda,Urban,Monday,Oct,2,Male,Married,34,Third Party,Sedan,13513,15,400,1,5 years,31 to 35,No,No,no change,1,All Perils,33035,1,0
Oct,2,Tuesday,Accura,Urban,Wednesday,Oct,2,Male,Married,28,Policy Holder,Sedan,13514,15,400,2,6 years,31 to 35,No,No,no change,1,Collision,31027,2,0
May,1,Thursday,Pontiac,Urban,Friday,May,1,Female,Married,65,Policy Holder,Sport,13515,13,400,4,more than 7,51 to 65,No,No,no change,1,Liability,29810,1,0
Sep,5,Friday,Toyota,Urban,Tuesday,Oct,1,Male,Married,36,Policy Holder,Sport,13516,6,500,4,7 years,36 to 40,No,No,2 to 3 years,1,Liability,86496,3,0
Feb,3,Tuesday,Toyota,Urban,Wednesday,Feb,3,Male,Married,33,Third Party,Sport,13517,10,400,1,6 years,31 to 35,No,No,no change,1,Liability,31421,3,0
Jul,2,Thursday,Mazda,Urban,Monday,Jul,3,Male,Single,37,Policy Holder,Sport,13518,16,400,1,more than 7,36 to 40,No,No,no change,1,Collision,89038,0,1
Jan,2,Tuesday,Pontiac,Urban,Thursday,Jan,2,Male,Married,47,Third Party,Sport,13519,12,400,4,more than 7,41 to 50,No,No,no change,1,Liability,26243,0,0
Oct,4,Monday,Toyota,Urban,Thursday,Nov,1,Male,Married,64,Policy Holder,Sedan,13520,3,400,1,more than 7,51 to 65,No,No,no change,1,Collision,25424,0,0
Oct,1,Tuesday,Toyota,Urban,Friday,Oct,2,Male,Married,28,Policy Holder,Sport,13521,7,400,3,6 years,31 to 35,No,No,no change,1,Liability,24745,3,0
Sep,4,Monday,Chevrolet,Urban,Tuesday,Sep,4,Male,Married,34,Third Party,Sedan,13522,9,400,4,7 years,31 to 35,No,No,no change,1,All Perils,21293,4,0
Jul,3,Friday,Ford,Urban,Friday,Sep,1,Male,Married,30,Policy Holder,Sedan,13523,16,400,1,7 years,31 to 35,No,No,no change,1,Collision,FALSE,3,1
Aug,2,Saturday,Chevrolet,Urban,Wednesday,Oct,2,Female,Single,32,Policy Holder,Sedan,13524,5,400,2,3 years,31 to 35,No,No,no change,1,All Perils,21499,1,0
Jun,1,Tuesday,Mazda,Urban,Monday,Jun,2,Male,Married,35,Third Party,Sedan,13525,9,400,1,7 years,31 to 35,No,No,4 to 8 years,2,All Perils,24047,2,0
Jun,2,Thursday,Chevrolet,Urban,Thursday,Jun,2,Male,Married,26,Policy Holder,Sedan,13526,6,400,4,7 years,31 to 35,No,No,no change,1,All Perils,35422,3,0
Nov,4,Tuesday,VW,Urban,Wednesday,Nov,4,Female,Divorced,46,Policy Holder,Sport,13527,2,400,2,6 years,41 to 50,No,No,no change,1,Liability,69971,4,0
Jul,3,Friday,Toyota,Urban,Monday,Jul,4,Male,Married,48,Third Party,Sedan,13528,12,400,1,7 years,41 to 50,No,No,no change,1,All Perils,20145,0,0
Jan,3,Thursday,Toyota,Urban,Tuesday,Jan,4,Male,Single,29,Policy Holder,Sedan,13529,2,400,4,7 years,31 to 35,No,No,no change,1,Collision,9125,4,0
Mar,1,Saturday,Mazda,Urban,Wednesday,Mar,3,Male,Married,45,Third Party,Sport,13530,7,400,1,more than 7,36 to 40,No,No,no change,1,Collision,79140,0,0
Jan,5,Monday,Mazda,Urban,Monday,Jan,5,Male,Single,30,Policy Holder,Sedan,13531,9,400,2,5 years,31 to 35,No,No,no change,4,Collision,24063,3,0
Jun,2,Wednesday,Chevrolet,Urban,Thursday,Jun,2,Male,Single,59,Third Party,Sedan,13532,4,400,4,more than 7,51 to 65,No,No,no change,1,All Perils,22541,3,0
Oct,3,Saturday,VW,Urban,Friday,Oct,3,Male,Married,45,Policy Holder,Sedan,13533,14,400,2,6 years,36 to 40,No,No,no change,1,Collision,22273,0,0
Mar,3,Wednesday,Honda,Urban,Wednesday,Mar,3,Male,Married,44,Policy Holder,Sport,13534,13,400,1,6 years,36 to 40,No,No,no change,1,Liability,28455,0,0
Jul,3,Friday,Chevrolet,Urban,Monday,Jul,3,Male,Married,60,Policy Holder,Sedan,13535,9,400,3,7 years,51 to 65,No,No,no change,1,Collision,22339,3,1
Feb,4,Tuesday,Honda,Urban,Wednesday,Feb,4,Male,Married,37,Third Party,Sedan,13536,3,400,3,more than 7,36 to 40,No,No,no change,1,Collision,28009,0,0
Jan,5,Saturday,Honda,Urban,Friday,Feb,1,Male,Married,52,Policy Holder,Sedan,13537,10,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,21583,0,0
Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Female,Married,48,Policy Holder,Sedan,13538,9,400,4,more than 7,41 to 50,No,No,no change,1,All Perils,21012,0,0
